invest_opinion,price_goal,reporter,titles,contents,dates
BUY,"70,000",키움증권 박상준,매일유업 A267980 -4Q22 Preview,"매일유업의 4Q22 연결기준 매출액은 4,366억원(+8.5% YoY), 영업이익은 225억원(-1% YoY)으로 시장 컨센서스에 부합할 것으로 전망된다
- 별도기준 매출액은 분유 매출 감소에도 불구하고, 주요 제품 가격 인상, 곡물음료/가공유 판매량 증가에 힘입어 YoY +6% 증가할 것으로 전망된다",2023/01/16
BUY,"150,000",키움증권 박상준,오리온 A271560 -4Q22 Preview,"오리온의 4Q22 연결기준 매출액은 7,918억원(+26% YoY), 영업이익은 1,536억원(+51% YoY)으로 시장 컨센서스를 상회할 것으로 전망된다
- 올해 상반기는 춘절 시점 차이와 중국 지역봉쇄 확대에 따른 파이 수요 역기저로 실적 개선 모멘텀이 일시적으로 둔화될 전망이다",2023/01/16
,,메리츠증권 김정욱,BGF리테일 A282330 -음식료/유통 Conference Call Update,"4Q22 실적은 영업이익 기준 컨센서스 630억원 부합 예상
- 10~11월 기존점 성장률 10%대로 시장 수준 달성",2023/01/16
BUY,"53,000",유진투자증권 정의훈,"카카오게임즈 A293490 -4분기 실적은 부진, 1분기 신작은 기대","4Q22 Preview: 우마무스메 매출 부진
- 1분기 출시 예정인 3개의 신작",2023/01/16
BUY,"14,000",DS투자증권 안주원,"씨에스베어링 A297090 -모든 준비 끝, 올라갈 일만 남았다","고객, 지역, 제품 다변화로 본격 실적 확대 전망
- 베어링 제작 난이도 갈수록 높아져 신규업체 진입 어려워",2023/01/16
매수,"94,000",신한투자증권 이동헌,효성중공업 A298040 -가벼운 몸살 후 벌크업,"4Q22 Preview 환효과로 가벼운 몸살
- 2023년부터 본격적인 성장",2023/01/16
중립,,한국투자증권 위해주,SK바이오사이언스 A302440 -4Q22 Preview: 해바라기도 가끔 목이 아프죠,"예견된 부진
- 더 이상 두렵지 않은 코로나19",2023/01/16
BUY,"160,000",현대차증권 김현용,현대오토에버 A307950 -화려한 성장률에 5% 마진 회복 임박,"4분기 20% 매출 성장과 5% 마진 회복으로 시장기대치 넘어서는 호실적 예상
- 레벨3 자율주행 보급 2023년 상반기부터 본격화 예정",2023/01/16
BUY,"18,000",대신증권 박혜진,우리금융지주 A316140 -지금은 소외되지만 나중엔 모르지,"투자의견 Buy, 목표주가 18,000원 유지
- 4Q22 지배주주순이익 4,554억원(QoQ -49.4%, YoY +16.8%) 기록 전망",2023/01/16
Not Rated,,DS투자증권 안주원,HD현대에너지솔루션 A322000 -23년에도 끄떡없는 성장,"국내 대표 태양광 모듈 생산 업체
- 2023년 매출액 1.2조원 영업이익 1,205억원 전망",2023/01/16
BUY,"5,500",삼성증권 이경자,"롯데리츠 A330590 -회사채 금리 5%대 후반에 결정, 리파이낸싱 리스크 하락","회사채와 담보대출금리 5%대 후반에 결정
- 시장 금리 하락",2023/01/16
BUY,"5,500",삼성증권 이경자,롯데리츠 A330590 -Refinancing risk falling,"Issues corporate bonds at 5.678% and takes out secured loans at 5.96%
- Market yields falling",2023/01/16
BUY,"32,000",키움증권 김지산,대덕전자 A353200 -숨고르기 후 재도약 기대,"4분기 실적, 시장 예상치 하회 전망
- FC-BGA 성장과 DDR5 수혜 모멘텀 유효",2023/01/16
BUY,"81,000",NH투자증권 주민우,SK아이이테크놀로지 A361610 -2023년 흑자전환이 가능한 4가지 이유,"흑자전환이 가능한 4가지 이유
- 4Q22 preview: 일회성 비용 빼면 분리막 로우싱글 적자",2023/01/16
Not Rated,,키움증권 김학준,스튜디오미르 A408900 -애니메이션계의 대형 제작사로 발돋움 준비,"2D애니메이션을 기반으로 북미시장에 안착
- IP확장 전략과 OTT콘텐츠 경쟁의 직접적인 수혜 업체",2023/01/16
Not Rated,,흥국증권 최종경,스튜디오미르 A408900 -국산 애니메이션계의 용이 되다,"글로벌 애니메이션 총괄제작사
- VFX+ 글로벌 IP 획득으로 제작 능력 확장",2023/01/16
,,유진투자증권 박종선,스튜디오미르 A408900 -글로벌 고객 보유한 애니메이션 제작업체,"다양한 글로벌 콘텐츠 회사를 고객으로 확보한 애니메이션 제작업체
- 글로벌 OTT 의 애니메이션 투자 확대와 함께 안정적 실적 성장 전망",2023/01/16
,,유진투자증권 박종선,삼기이브이 A419050 -LG에너지솔루션향 전기차 엔드플레이트 제조업체,"㈜삼기에서 분사한 전기차용 엔드플레이트 제조업체. 고객 다변화 추진 중
- 투자포인트",2023/01/16
,,KB증권 이경은,삼기이브이 A419050 -엔드플레이트 등 전기차 배터리 부품 제조사,"체크포인트: 미국 내 생산거점 부지 확보 완료 및 2025년 미국 법인 양산 본격화 계획
- 리스크 요인으로는 전기차 및 완성차 산업의 생산 및 소비 감소에 따른 실적 변동성 등이 있음",2023/01/16
,,DB금융투자 김평모,삼기이브이 A419050 -[투자의시대/IPO기업] 삼기이브이,"다이캐스팅 특화 자동차 부품 기업 삼기 자회사
- EV 이차전지 모듈 보호하는 엔드플레이트 전문 기업",2023/01/16
매수,"120,000",미래에셋증권 류제현,CJ대한통운 A000120 -안정성을 입증할 2023년,"글로벌 부문의 약진: 전사 영업이익 1,241억원 전망
- 글로벌 부문 중심으로 전반적인 실적 추가 개선 기대",2023/01/17
BUY,"110,000",유안타증권 이현수,기아 A000270 -생산의 경쟁에서 판매의 경쟁으로,"4Q22(E): 영업이익 2조 5,820억원 추정 (yoy +120%, qoq +236%)
- 2023년 글로벌 판매대수 yoy +6% 증가 전망",2023/01/17
BUY,"110,000",유안타증권 이현수,기아 A000270 -Competition shifts from production to sales,"4Q22 OP estimated at W2.58tn (+120% YoY, +236% QoQ)
- Global sales volume in 2023 to increase by 6% YoY in 2023",2023/01/17
BUY,"19,000",키움증권 이종형,동국제강 A001230 -10거래일 연속 주가 상승,"4분기 실적은 냉연도금 부진으로 예상치 하회 전망
- 올해 실적은 2분기부터 점진적 회복 전망",2023/01/17
매수,"19,000",신한투자증권 박광래,동국제강 A001230 -4분기에도 부진할 냉연 판매,"4Q 영업이익 1,273억원(-14% QoQ)으로 시장 기대치 하회 전망
- 1월부터 시작된 가격 인상으로 상반기 수익성 개선 예상",2023/01/17
BUY,"8,000",한화투자증권 송유림,쌍용C&E A003410 -Q가 감소하더라도,"4Q22 Preview: 영업이익, 시장 컨센서스 부합 예상
- 출하량 둔화 전망에도 불구하고",2023/01/17
BUY,"265,000",유안타증권 이안나,포스코퓨처엠 A003670 -Pin hopes on the future,"4Q22 preview: likely misses consensus
- Growth to be driven by cathode in 2023",2023/01/17
BUY,"265,000",유안타증권 이안나,포스코퓨처엠 A003670 -앞으로가 더 기대된다,"4Q22 Preview: 컨센서스 하회 실적 예상
- 2023년 양극재 중심 성장 기대",2023/01/17
BUY,"240,000",유안타증권 이현수,현대차 A005380 -Q와 P의 싸움이 될 2023년,"4Q22(E): 영업이익 2조 8,730억원 추정 (yoy +88%, qoq +85%)
- 2023년 글로벌 판매대수 yoy +8% 증가 전망",2023/01/17
BUY,"240,000",유안타증권 이현수,현대차 A005380 -2023 volume to rise; needs to protect ASP,"4Q22 OP estimated at W2.87tn (+88% YoY, +85% QoQ)
- 2023 global sales volume likely to rise 8% YoY",2023/01/17
BUY,"78,000",현대차증권 노근창,삼성전자 A005930 -CES 2023,메모리 반도체의 시장 점유율 상승 속에 Foundry 3nm 이하 선단 공정에서 초과 성장 예상,2023/01/17
BUY,"892,000",유안타증권 이안나,삼성SDI A006400 -Order momentum expected in 2023,"4Q22 preview: likely misses consensus
- Order momentum expected in 2023",2023/01/17
BUY,"892,000",유안타증권 이안나,삼성SDI A006400 -2023년 수주 모멘텀 기대,"4Q22 Preview: 컨센서스 하회 실적 예상
- 2023년 수주 모멘텀 기대",2023/01/17
매수,"35,000",신한투자증권 조상훈,GS리테일 A007070 -턴어라운드의 초입에서는 언제나 옳다,"4Q22F 영업이익 540억원(+110.3%, YoY), 컨센서스 부합 전망
- 불황에 강한 편의점 실적에 올해부터 본격화될 비용 절감 효과 기대",2023/01/17
매수,"35,000",신한투자증권 조상훈,GS리테일 A007070 -Always attractive at the start of a turnaround,"4Q22 OP to meet consensus at KRW54bn (+110.3% YoY)
- Solid convenience store earnings despite slump + cost savings effect",2023/01/17
BUY,"10,000",키움증권 김지산,이수페타시스 A007660 -중요한건 꺾이지 않는 수주,"PCB 업종 내 실적 차별화 시작, 4분기도 호실적 예상
- 생산능력 상회하는 수주 지속, 실적 가시성 높아",2023/01/17
BUY,"23,000",대신증권 박강호,코리아써키트 A007810 -FC BGA sales to take off in 2023,"BUY maintained; 6M TP lowered 14.8% to W23,000
- Growing share of chip packaging to trigger unrivaled growth in 2023",2023/01/17
BUY,"23,000",대신증권 박강호,코리아써키트 A007810 -23년 FC BGA 매출은 본격화,"투자의견 매수(BUY) 유지, 목표주가 23,000원 하향(14.8%)
- 2023년 비메모리향 반도체 기판 매출 확대가 차별화 성장으로 평가",2023/01/17
BUY,"110,000",유진투자증권 이해니,호텔신라 A008770 -4Q22 Preview: 중국 리오프닝 효과 반영 前,"4Q22E 영업이익은 283억원(+13.3%, 이하 yoy) 예상
- 2022년 영업이익은 1,133억원(-4.6%, 이하 yoy) 전망",2023/01/17
BUY,"180,000",하이투자증권 고의영,삼성전기 A009150 -상승기류,"낮아지는 추정치와 올라가는 기대감
- 컨센서스 하회에 무뎌진다",2023/01/17
BUY,"58,000",유안타증권 김기룡,한샘 A009240 -낮아진 실적 눈높이와 변화에 거는 기대,"4Q22 Preview : 영업손익 적자 지속
- 온라인 플랫폼 강화, 주택매매거래 기저효과 기대",2023/01/17
BUY,"77,000",현대차증권 강동진,한화솔루션 A009830 -CES 2023,"EV 확대로 가정용 / 상업용 태양광 시장 성장 가속화 될 것
- 재생에너지가 가진 단점을 ESS와 IT기술로 극복하기 위한 실질적인 움직임들이 가시화",2023/01/17
BUY,"310,000",현대차증권 장문수,현대모비스 A012330 -CES 2023,모빌리티 개념이 바뀐다,2023/01/17
매수,"76,000",미래에셋증권 김수진,SK텔레콤 A017670 -4Q22 프리뷰: 23년 신사업 성과 주목,"전 사업부 성장과 이익 개선 모두 안정적
- 영업수익 18조 2,490억원(+5.5% YoY)로 견조한 성장 지속 전망",2023/01/17
매수,"70,000",신한투자증권 김아람,SK텔레콤 A017670 -기대에 부합하는 실적,"투자의견 ‘매수’, 목표주가 70,000원 유지
- 4Q22 매출액과 영업이익은 각각 4.43조원(+3.1%YoY, 이하 YoY)과 2,917억원(+28.7%)으로 영업이익 컨센서스(3,047억원)에 부합할 것으로 전망된다",2023/01/17
,,한국IR협의회(리서치센터) 최민주,키다리스튜디오 A020120 -곳간에서 이익난다,"콘텐츠 제작자(CP)와 플랫폼 비즈니스를 동시에 영위
- 자체 스튜디오를 통해 연간 제작 신규 작품 수 증가",2023/01/17
매수,"47,000",미래에셋증권 김수진,KT A030200 -4Q22 프리뷰: 예상한 수순으로 나아간다,"4Q22 프리뷰: 일회성 비용 제외하면, 예상했던 수준의 안정적 이익 달성
- 2023 전망: 연결 기준 23년 영업수익 26조 2,990억원(+2.8% YoY) 예상",2023/01/17
매수,"48,000",신한투자증권 김아람,KT A030200 -아직 보여줄 게 남아있다,"투자의견 ‘매수’, 목표주가 48,000원 유지
- 4Q22 매출액 6.67조원(+0.8%YoY, 이하 YoY), 영업이익 1,496억원(-59.5%)으로 영업이익 컨센서스(1,892억원)을 20.9% 하회할 것으로 전망된다",2023/01/17
매수,"17,000",신한투자증권 김아람,LG유플러스 A032640 -따뜻한 4분기,"투자의견 ‘매수’, 목표주가 17,000원 유지
- 4Q22 매출액과 영업이익은 각각 3.69조원(+2.1%YoY, 이하 YoY), 2,339억원 (+47.8%)으로 영업이익 컨센서스(2,309억원)에 부합할 것으로 전망된다",2023/01/17
매수,"17,000",미래에셋증권 김수진,LG유플러스 A032640 -4Q22 프리뷰: 역대 최대 이익 달성,"4Q22 프리뷰: 22년 영업이익 1조 돌파
- 2023년 전망: 연결 기준 탑라인 성장 22년과 유사한 수준으로 지속될 것으로 예상",2023/01/17
BUY,"270,000",키움증권 김진구,NAVER A035420 -AI와 솔루션 성장 스토리 기대,"목표주가 27만원, 인터넷 업종 Top pick 유지
- 클라우스 사업 부문을 통한 AI 확장성 기대",2023/01/17
BUY,"265,000",KB증권 이선화,NAVER A035420 -4Q22 Preview: Cost Controls to Bolster Margins,"Maintain BUY; raise target price from KRW250,000 to KRW265,000
- 4Q22E OP at KRW338.1bn (-3.8% YoY), in line with market consensus",2023/01/17
BUY,"265,000",KB증권 이선화,NAVER A035420 -4Q22 Preview: 비용 통제로 마진 방어,"목표주가 250,000원 → 265,000원으로 6.0% 상향, 투자의견 Buy 유지
- 4Q22 Preview: 영업이익 3,381억원 (-3.8% YoY)으로 컨센서스 부합 전망",2023/01/17
OUTPERFORM,"72,000",키움증권 김진구,카카오 A035720 -실적과 밸류에이션을 점검할 때,"동사 주가 상승여력 축소에 따른 투자의견 하향
- 주요 계열사별 IPO 일정 및 밸류에이션 점검",2023/01/17
BUY,"82,000",메리츠증권 정지수,JYP Ent. A035900 -2023년 신인 그룹 대거 등장,"4Q22 Preview: 연이은 분기 최대 실적 전망
- 2023년 연결 영업이익 1,175억원(+16.3% YoY) 전망",2023/01/17
BUY,"94,000",한화투자증권 박수영,JYP Ent. A035900 -우리는 JYP의 System을 사는 것,"4Q22 Preview: 컨센 부합하는 사상 최대 실적
- 우리는 JYP의 System을 사는 것",2023/01/17
BUY,"54,000",대신증권 김회재,콘텐트리중앙 A036420 -Much to look forward to in 2023,"Challenging 4Q22 to be followed by ‘return to normal’
- 2023 to see higher profits from theater chain, top line from TV biz",2023/01/17
BUY,"54,000",대신증권 김회재,콘텐트리중앙 A036420 -즐길거리 풍부한 23년,"투자의견 매수(Buy), 목표주가 54,000원 유지
- 4Q22 Preview: 정상화 직전 마지막 고비",2023/01/17
BUY,"111,000",한화투자증권 박수영,에스엠 A041510 -새해 다짐은 글로벌 스탠다드,"4Q22 Preview: 컨센서스 부합하는 실적 전망
- 새해 다짐은 글로벌 스탠다드",2023/01/17
매수,"67,000",신한투자증권 이동헌,"한국항공우주 A047810 -실적 순항, 결국은 커가는 경쟁력","4Q22 Preview 실적은 순항, 기체부품 수요 증가와 환율 하락
- 수주 모멘텀과 개선되는 실적",2023/01/17
매수,"67,000",신한투자증권 이동헌,한국항공우주 A047810 -Brisk earnings and growing competitiveness,"4Q preview: Brisk earnings, growing parts demand, falling forex
- Order momentum to lead to earnings gains",2023/01/17
BUY,"115,000",하이투자증권 고의영,LG전자 A066570 -유럽에서 찾아보는 기회,"유럽은 ‘22년 가장 부진했던 지역
- 유럽에서 찾아보는 기회",2023/01/17
BUY,"120,000",삼성증권 오동환,아프리카TV A067160 -멀리 내다보는 투자,"성장 둔화와 비용 증가로 4분기 실적 부진
- 트위치 국내 서비스 지원 축소는 현재형",2023/01/17
BUY,"120,000",삼성증권 오동환,아프리카TV A067160 -Investing in the future,"4Q preview
- Twitch keeps downgrading services in Korea",2023/01/17
BUY,"29,000",유안타증권 황규원,TKG휴켐스 A069260 -MNB 증설효과 2024년으로 연기되다!,"2023년 11월부터 질산/MNB 순차 가동 예정
- 2023년 MNB 및 TDI 업황 호조 지속",2023/01/17
